page,url,creation_date,author,title,keywords,verdict
53,https://www.reuters.com/article/factcheck-polio-renamed/fact-check-guillain-barr-syndrome-bells-palsy-acute-flaccid-myelitis-and-transverse-myelitis-are-not-polio-renamed-idUSL1N31K1EC,2022-10-19 14:10:24,Reuters Fact Check,"Fact Check-Guillain-Barré syndrome, Bell’s palsy, acute flaccid myelitis and transverse myelitis are not polio ‘renamed’","FACTCHECK,POLIO/RENAMED",FALSE
53,https://www.reuters.com/article/factcheck-staceyabrams-mlb-briankemp/fact-check-no-evidence-stacey-abrams-lobbied-for-mlb-all-star-game-to-be-moved-out-of-atlanta-idUSL1N31K19S,2022-10-19 13:46:05,Reuters Fact Check,Fact Check-No evidence Stacey Abrams lobbied for MLB All-Star Game to be moved out of Atlanta,"FACTCHECK,STACEYABRAMS/MLB,BRIANKEMP",FALSE
53,https://www.reuters.com/article/factcheck-ukraine-tanks/fact-check-photo-of-gepard-tank-in-action-was-captured-before-ukraine-war-idUSL1N31K12D,2022-10-19 12:38:06,Reuters Fact Check,Fact Check-Photo of Gepard tank in action was captured before Ukraine war,"FACTCHECK,UKRAINE/TANKS,Central / Eastern Europe,Emerging Market Countries,Europe,Ukraine",Miscaptioned
53,https://www.reuters.com/article/factcheck-vaccinedeaths-children/fact-check-covid-19-vaccines-not-linked-to-8200-increase-in-child-deaths-in-past-year-as-claimed-in-online-video-idUSL1N31K0ZE,2022-10-19 12:21:14,Reuters Fact Check,"Fact Check-COVID-19 vaccines not linked to 8,200% increase in child deaths in past year, as claimed in online video ","FACTCHECK,VACCINEDEATHS/CHILDREN",FALSE
53,https://www.reuters.com/article/factcheck-kennedy-fbi/fact-check-video-does-not-provide-evidence-of-senator-john-kennedy-revealing-classified-documents-exposing-fbi-director-idUSL1N31J1QH,2022-10-18 18:20:41,Reuters Fact Check,Fact Check-Video does not provide evidence of Senator John Kennedy revealing ‘classified documents’ ‘exposing’ FBI Director,"FACTCHECK,KENNEDY/FBI",FALSE
53,https://www.reuters.com/article/factcheck-arma-3-ukraine/fact-check-a-clip-shows-footage-from-arma-3-video-game-not-authentic-footage-of-a-ukrainian-strike-on-russian-tanks-idUSL1N31J1L5,2022-10-18 16:54:21,Reuters Fact Check,"Fact Check-A clip shows footage from Arma 3 video game, not authentic footage of a Ukrainian strike on Russian tanks","FACTCHECK,ARMA 3/UKRAINE,Central / Eastern Europe,Emerging Market Countries,Europe,Ukraine",FALSE
53,https://www.reuters.com/article/factcheck-furries-rogan-litterbox/fact-check-no-evidence-of-schools-accommodating-furries-with-litter-boxes-idUSL1N31J1KT,2022-10-18 16:48:11,Reuters Fact Check,Fact Check-No evidence of schools accommodating ‘furries’ with litter boxes,"FACTCHECK,FURRIES/ROGAN,LITTERBOX",No evidence
54,https://www.reuters.com/article/factcheck-outbreaks-midterms/fact-check-monkeypox-polio-and-new-covid-variants-are-not-planned-as-scare-tactics-to-affect-the-u-s-midterms-idUSL1N31J16Y,2022-10-18 14:09:39,Reuters Fact Check,"Fact Check-Monkeypox, polio and new COVID variants are not ‘planned’ as ‘scare tactics’ to affect the U.S. midterms","FACTCHECK,OUTBREAKS/MIDTERMS",FALSE
54,https://www.reuters.com/article/factcheck-jill-biden-nfl/fact-check-clip-of-jill-biden-singing-ahead-of-nfl-game-digitally-altered-to-add-anti-biden-chant-idUSL1N31J156,2022-10-18 13:56:36,Reuters Fact Check,Fact Check-Clip of Jill Biden singing ahead of NFL game digitally altered to add anti-Biden chant,"FACTCHECK,JILL BIDEN/NFL,American Football,NFL American Football,Sport",Altered
54,https://www.reuters.com/article/factcheck-flat-earth-cbs/fact-check-video-of-doctor-saying-world-is-flat-on-cbs-is-missing-context-idUSL1N31I1PB,2022-10-17 18:13:50,Reuters Fact Check,Fact Check-Video of doctor saying world is flat on CBS is missing context,"FACTCHECK,FLAT EARTH/CBS",FALSE
54,https://www.reuters.com/article/factcheck-vaccinated-cbc/fact-check-fabricated-cbc-news-headline-says-canadian-health-authorities-are-advising-parents-to-create-vaccinated-trick-or-treat-groups-during-halloween-idUSL1N31I0ZS,2022-10-17 12:48:14,Reuters Fact Check,Fact Check-Fabricated CBC News headline says Canadian health authorities are advising parents to create vaccinated ‘trick-or-treat' groups during Halloween,"FACTCHECK,VACCINATED/CBC",FALSE
54,https://www.reuters.com/article/factcheck-kyiv-drones/fact-check-picture-of-man-aiming-gun-from-window-is-unrelated-to-kyiv-drone-strikes-idUSL1N31I0VQ,2022-10-17 11:57:19,Reuters Fact Check,Fact Check-Picture of man aiming gun from window is unrelated to Kyiv drone strikes,"FACTCHECK,KYIV/DRONES",Partly false
54,https://www.reuters.com/article/factcheck-japan-shark/fact-check-video-does-not-show-an-80-million-year-old-frilled-shark-from-japan-idUSL1N31I0QO,2022-10-17 10:52:14,Reuters Fact Check,Fact Check-Video does not show an 80 million year old frilled shark from Japan,"FACTCHECK,JAPAN/SHARK,Asia / Pacific,Asia,East Asia,Japan",FALSE
54,https://www.reuters.com/article/factcheck-birmingham-crowd-running/fact-check-clip-showing-crowd-running-toward-film-crew-was-captured-in-birmingham-in-2013-idUSL1N31F21D,2022-10-14 19:23:10,Reuters Fact Check,Fact Check-Clip showing crowd running toward film crew was captured in Birmingham in 2013,"FACTCHECK,BIRMINGHAM/CROWD RUNNING",Miscaptioned
54,https://www.reuters.com/article/factcheck-canada-alberta/fact-check-global-news-headline-about-potential-hate-speech-charge-for-alberta-premier-is-a-fake-idUSL1N31F1FQ,2022-10-14 15:07:13,Reuters Fact Check,Fact Check-Global News headline about potential ‘hate speech’ charge for Alberta premier is a fake,"FACTCHECK,CANADA/ALBERTA,Americas,Canada,North America",Altered
54,https://www.reuters.com/article/factcheck-oxygen-hydrogenperoxide-cancer/fact-check-no-evidence-oxygen-or-hydrogen-peroxide-kills-or-treats-cancer-cells-idUSL1N31F1FL,2022-10-14 15:04:47,Reuters Fact Check,Fact Check-No evidence oxygen or hydrogen peroxide kills or treats cancer cells,"FACTCHECK,OXYGEN/HYDROGENPEROXIDE,CANCER",No evidence
54,https://www.reuters.com/article/factcheck-atlantic-lgbt/fact-check-the-atlantic-did-not-publish-headline-on-evolution-of-white-supremacy-after-protest-at-dearborn-michigan-school-board-meeting-idUSL1N31F17Q,2022-10-14 14:07:10,Reuters Fact Check,"Fact Check-The Atlantic did not publish headline on ‘evolution of white supremacy’ after protest at Dearborn, Michigan school board meeting","FACTCHECK,ATLANTIC/LGBT,General News,Lesbian / Gay / Bisexual / Transsexual,Society / Social Issues",FALSE
55,https://www.reuters.com/article/factcheck-alligator-crocodile-florida/fact-check-image-does-not-show-an-alligator-swimming-in-a-florida-home-after-hurricane-ian-idUSL1N31E23P,2022-10-13 18:26:15,Reuters Fact Check,Fact Check-Image does not show an alligator swimming in a Florida home after Hurricane Ian,"FACTCHECK,ALLIGATOR/CROCODILE,FLORIDA",Altered
55,https://www.reuters.com/article/factcheck-pelosi-cannabis/fact-check-reuters-did-not-report-that-nancy-pelosi-bought-10-million-shares-in-a-cannabis-company-days-before-bidens-overhaul-on-marijuana-policy-idUSL1N31E1XQ,2022-10-13 17:04:39,Reuters Fact Check,Fact Check-Reuters did not report that Nancy Pelosi bought 10 million shares in a cannabis company days before Biden’s overhaul on marijuana policy,"FACTCHECK,PELOSI/CANNABIS,Agricultural Markets,Cannabis,Commodities Markets,Food & Drug Retailing (TRBC level 3),Consumer Non-Cyclicals (TRBC level 1),Drug Retailers (TRBC level 4),All Retail",FALSE
55,https://www.reuters.com/article/factcheck-honduras-uganda/fact-check-parachute-display-gone-wrong-was-filmed-in-honduras-idUSL1N31E1S4,2022-10-13 16:07:41,Reuters Fact Check,Fact Check-Parachute display gone wrong was filmed in Honduras,"FACTCHECK,HONDURAS/UGANDA,Africa,Americas,Central America,East Africa,Emerging Market Countries,Honduras,South America / Central America,Uganda",Miscaptioned
55,https://www.reuters.com/article/factcheck-ukraine-ambassador/fact-check-false-claims-about-arrest-of-u-s-ambassador-to-ukraine-originated-on-website-that-shares-parody-news-idUSL1N31E1QQ,2022-10-13 15:46:22,Reuters Fact Check,Fact Check-False claims about arrest of U.S. Ambassador to Ukraine originated on website that shares parody news,"FACTCHECK,UKRAINE/AMBASSADOR",FALSE
55,https://www.reuters.com/article/factcheck-germany-ukraine/fact-check-screenshot-of-german-broadcaster-using-kremlin-friendly-map-is-digitally-altered-idUSL1N31E16U,2022-10-13 13:27:12,Reuters Fact Check,Fact Check-Screenshot of German broadcaster using ‘Kremlin-friendly’ map is digitally altered,"FACTCHECK,GERMANY/UKRAINE,Central / Eastern Europe,Germany,Emerging Market Countries,Europe,Euro Zone,Ukraine,Western Europe",Altered
55,https://www.reuters.com/article/factcheck-boebert-cash/fact-check-digitally-altered-image-of-lauren-boebert-standing-alongside-man-with-bundle-of-cash-idUSL1N31E0OD,2022-10-13 10:20:22,Reuters Fact Check,Fact Check-Digitally altered image of Lauren Boebert standing alongside man with bundle of cash,"FACTCHECK,BOEBERT/CASH",Altered
55,https://www.reuters.com/article/factcheck-israel-911/fact-check-photo-does-not-show-israeli-currency-from-1968-predicting-9-11-attacks-idUSL1N31D230,2022-10-12 19:00:37,Reuters Fact Check,Fact Check-Photo does not show Israeli currency from 1968 predicting 9/11 attacks,"FACTCHECK,ISRAEL/911",FALSE
55,https://www.reuters.com/article/factcheck-zelensky-evil/fact-check-zelenskys-name-does-not-translate-to-evil-rules-the-world-idUSL1N31D224,2022-10-12 18:49:52,Reuters Fact Check,Fact Check-Zelensky’s name does not translate to ‘evil rules the world’,"FACTCHECK,ZELENSKY/EVIL",FALSE
55,https://www.reuters.com/article/factcheck-desantis-biden/fact-check-long-unrelated-video-provides-no-evidence-florida-governor-ron-desantis-said-biden-should-be-impeached-idUSL1N31D20O,2022-10-12 18:30:56,Reuters Fact Check,"Fact Check-Long, unrelated video provides no evidence Florida Governor Ron DeSantis said Biden should be impeached ","FACTCHECK,DESANTIS/BIDEN",FALSE
55,https://www.reuters.com/article/factcheck-paul-pelosi/fact-check-long-unrelated-video-provides-no-evidence-sen-rand-paul-called-speaker-pelosi-a-traitor-as-claimed-idUSL1N31D205,2022-10-12 18:25:03,Reuters Fact Check,"Fact Check-Long, unrelated video provides no evidence Sen. Rand Paul called Speaker Pelosi ‘a traitor,’ as claimed ","FACTCHECK,PAUL/PELOSI",FALSE
56,https://www.reuters.com/article/factcheck-trump-musk-twitter/fact-check-fabricated-screenshot-of-donald-trump-saying-he-is-back-on-twitter-thanks-to-elon-musk-idUSL1N31D1UL,2022-10-12 17:32:09,Reuters Fact Check,Fact Check-Fabricated screenshot of Donald Trump saying he is ‘back on Twitter’ thanks to Elon Musk,"FACTCHECK,TRUMP/MUSK,TWITTER",FALSE
56,https://www.reuters.com/article/factcheck-surovikin-speech/fact-check-screenshot-purporting-to-show-the-guardian-tweet-about-speech-by-russias-military-commander-in-ukraine-is-digitally-altered-idUSL1N31D1GM,2022-10-12 15:13:02,Reuters Fact Check,Fact Check-Screenshot purporting to show The Guardian tweet about ‘speech’ by Russia’s military commander in Ukraine is digitally altered,"FACTCHECK,SUROVIKIN/SPEECH",Digitally altered
56,https://www.reuters.com/article/factcheck-buffett-tweet/fact-check-claims-warren-buffett-tweeted-that-a-former-president-was-begging-for-money-originated-as-satire-idUSL1N31D1C1,2022-10-12 14:15:06,Reuters Fact Check,Fact Check-Claims Warren Buffett tweeted that a former president was ‘begging for money’ originated as satire,"FACTCHECK,BUFFETT/TWEET",Satire
56,https://www.reuters.com/article/factcheck-zelensky-strike/fact-check-video-does-not-show-missile-hitting-ukraine-president-zelenskiys-office-idUSL1N31D15F,2022-10-12 13:43:17,Reuters Fact Check,Fact Check-Video does not show missile hitting Ukraine President Zelenskiy’s office,"FACTCHECK,ZELENSKY/STRIKE,Labor Disputes,Workforce",No evidence
56,https://www.reuters.com/article/factcheck-obama-medal-of-freedom/fact-check-digitally-altered-images-purport-to-show-obama-awarding-medal-of-freedom-to-cosby-weiner-and-weinstein-idUSL1N31D0SG,2022-10-12 11:10:52,Reuters Fact Check,"Fact Check- Digitally altered images purport to show Obama awarding Medal of Freedom to Cosby, Weiner and Weinstein","FACTCHECK,OBAMA/MEDAL OF FREEDOM,Americas,North America,United States",Partly false
56,https://www.reuters.com/article/factcheck-schiff-lawsuit/fact-check-headline-about-adam-schiff-payment-of-7-6-million-to-a-boy-and-his-family-published-by-parody-website-idUSL1N31D0QT,2022-10-12 10:56:44,Reuters Fact Check,Fact Check-Headline about Adam Schiff payment of $7.6 million to a boy and his family published by parody website,"FACTCHECK,SCHIFF/LAWSUIT,Crime / Law / Justice,General News,Judicial Process / Court Cases / Court Decisions",FALSE
56,https://www.reuters.com/article/factcheck-paypal-misinformation-fine/fact-check-confusion-on-social-media-as-paypal-says-policy-to-fine-customers-2500-in-damages-for-misinformation-was-issued-in-error-idUSL1N31C27R,2022-10-11 20:12:19,Reuters Fact Check,"Fact Check-Confusion on social media as PayPal says policy to fine customers $2,500 in damages for 'misinformation' was issued in error","FACTCHECK,PAYPAL/MISINFORMATION,FINE",Missing context
56,https://www.reuters.com/article/factcheck-antiaircraft-london/fact-check-video-shows-concrete-placing-boom-being-set-down-on-london-construction-site-not-an-anti-aircraft-gun-idUSL1N31C1DZ,2022-10-11 14:42:13,Reuters Fact Check,"Fact Check-Video shows concrete placing boom being set down on London construction site, not an anti-aircraft gun","FACTCHECK,ANTIAIRCRAFT/LONDON",Miscaptioned
56,https://www.reuters.com/article/factcheck-greenland-climate-change/fact-check-study-on-greenland-warming-does-not-contradict-human-driven-climate-change-idUSL1N31C1EW,2022-10-11 14:31:11,Reuters Fact Check,Fact Check-Study on Greenland warming does not contradict human-driven climate change,"FACTCHECK,GREENLAND/CLIMATE CHANGE,Climate Change,Denmark,Environment,Europe,General News,Greenland,Nordic States,Government / Politics,Scandinavia,Western Europe,Climate Politics",Missing context
56,https://www.reuters.com/article/factcheck-michelle-obama/fact-check-altered-photo-of-michelle-obama-next-to-a-christmas-tree-idUSL1N31C15E,2022-10-11 13:20:35,Reuters Fact Check,Fact Check-Altered photo of Michelle Obama next to a Christmas tree,"FACTCHECK,MICHELLE/OBAMA",Altered
57,https://www.reuters.com/article/factcheck-cancer-vitamin-d/fact-check-vitamin-d-is-not-the-most-effective-medicine-against-cancer-idUSL1N31B17L,2022-10-10 15:20:04,Reuters Fact Check,Fact Check-Vitamin D is not 'the most effective medicine against cancer',"FACTCHECK,CANCER/VITAMIN,D",Misleading
57,https://www.reuters.com/article/factcheck-video-bridge/fact-check-video-does-not-capture-oct-8-explosion-on-bridge-linking-russia-to-crimea-idUSL1N31B11Q,2022-10-10 14:06:18,Reuters Fact Check,Fact Check-Video does not capture Oct. 8 explosion on bridge linking Russia to Crimea,"FACTCHECK,VIDEO/BRIDGE",Miscaptioned
57,https://www.reuters.com/article/factcheck-gates-energy/fact-check-video-does-not-show-bill-gates-changing-his-mind-about-clean-energy-idUSL1N31823R,2022-10-07 19:08:40,Reuters Fact Check,Fact Check-Video does not show Bill Gates changing his mind about clean energy,"FACTCHECK,GATES/ENERGY",Missing context
57,https://www.reuters.com/article/factcheck-brazil-election/fact-check-video-of-political-rally-on-brazils-copacabana-beach-is-from-2021-idUSL1N31816J,2022-10-07 13:20:43,Reuters Fact Check,Fact Check-Video of political rally on Brazil’s Copacabana beach is from 2021,"FACTCHECK,BRAZIL/ELECTION,Americas,Brazil,Emerging Market Countries,General News,South America / Central America,Government / Politics,South America,Elections / Voting",Miscaptioned
57,https://www.reuters.com/article/factcheck-gbnews-excessdeaths/fact-check-european-mortality-data-do-not-support-link-between-higher-covid-19-vaccination-rates-and-excess-deaths-idUSL1N3180Q7,2022-10-07 10:46:30,Reuters Fact Check,Fact Check-European mortality data do not support link between higher COVID-19 vaccination rates and excess deaths,"FACTCHECK,GBNEWS/EXCESSDEATHS",Misleading
57,https://www.reuters.com/article/factcheck-worldcup-qatar/fact-check-poster-listing-behaviours-to-avoid-at-the-2022-fifa-world-cup-is-not-an-official-release-idUSL1N3171PO,2022-10-07 08:36:29,Reuters Fact Check,Fact Check-Poster listing behaviours to avoid at the 2022 FIFA World Cup is not an official release,"FACTCHECK,WORLDCUP/QATAR,Asia / Pacific,Asia,Emerging Market Countries,Middle East,Qatar,Sport,South-West Asia,Gulf,World Cup",Missing context
57,https://www.reuters.com/article/factcheck-randpaul-pelosi/fact-check-video-does-not-show-rand-paul-unleashing-evidence-on-pelosi-idUSL1N31719N,2022-10-06 13:45:33,Reuters Fact Check,Fact Check-Video does not show Rand Paul ‘unleashing evidence’ on Pelosi,"FACTCHECK,RANDPAUL/PELOSI",Misleading
57,https://www.reuters.com/article/factcheck-moon-plasma/fact-check-video-shows-1965-australian-tv-interview-with-man-claiming-the-moon-is-made-of-plasma-idUSL1N31628L,2022-10-05 19:33:20,Reuters Fact Check,Fact Check-Video shows 1965 Australian TV interview with man claiming the moon is made of plasma,"FACTCHECK,MOON/PLASMA",Misleading
57,https://www.reuters.com/article/factcheck-cramer-russia/fact-check-fabricated-jim-cramer-tweet-about-likelihood-of-russia-using-nuclear-weapons-idUSL1N316282,2022-10-05 19:28:01,Reuters Fact Check,Fact Check-Fabricated Jim Cramer tweet about likelihood of Russia using nuclear weapons,"FACTCHECK,CRAMER/RUSSIA",FALSE
57,https://www.reuters.com/article/factcheck-britain-birmingham/fact-check-video-shows-a-supermarket-on-fire-in-birmingham-not-a-hindu-temple-idUSL1N3161K9,2022-10-05 15:13:24,Reuters Fact Check,"Fact Check-Video shows a supermarket on fire in Birmingham, not a Hindu temple","FACTCHECK,BRITAIN/BIRMINGHAM,Europe,United Kingdom,Western Europe",Miscaptioned
58,https://www.reuters.com/article/factcheck-sjs-vaccines/fact-check-video-of-woman-with-stevens-johnson-syndrome-falsely-linked-to-covid-19-vaccines-idUSL1N3161JL,2022-10-05 15:10:43,Reuters Fact Check,Fact Check-Video of woman with Stevens-Johnson syndrome falsely linked to COVID-19 vaccines,"FACTCHECK,SJS/VACCINES",FALSE
58,https://www.reuters.com/article/factcheck-georgia-russia/fact-check-georgia-did-not-close-its-border-to-russian-men-of-military-age-on-sept-26-idUSL1N3160KP,2022-10-05 09:27:48,Reuters Fact Check,Fact Check-Georgia did not close its border to Russian men of military age on Sept. 26,"FACTCHECK,GEORGIA/RUSSIA,Asia / Pacific,Asia,Central / Eastern Europe,CIS Countries,Emerging Market Countries,Europe,Georgia (Country),North Asia,Russia,South-West Asia",FALSE
58,https://www.reuters.com/article/factcheck-vaccination-bristol/fact-check-misleading-video-and-social-media-posts-about-temporary-closure-of-covid-19-vaccination-centre-in-bristol-idUSL1N3160JF,2022-10-05 09:04:55,Reuters Fact Check,Fact Check-Misleading video and social media posts about temporary closure of COVID-19 vaccination centre in Bristol,"FACTCHECK,VACCINATION/BRISTOL",Misleading
58,https://www.reuters.com/article/factcheck-elainechao-satire/fact-check-fabricated-elaine-chao-tweet-on-melania-trump-created-by-satirical-twitter-account-idUSL1N3151XJ,2022-10-04 17:58:27,Reuters Fact Check,Fact Check-Fabricated Elaine Chao tweet on Melania Trump created by satirical Twitter account,"FACTCHECK,ELAINECHAO/SATIRE",Satire
58,https://www.reuters.com/article/factcheck-harris-equity/fact-check-clip-of-kamala-harris-on-hurricane-relief-and-equity-taken-out-of-context-online-idUSL1N31516J,2022-10-04 14:21:38,Reuters Fact Check,Fact Check-Clip of Kamala Harris on hurricane relief and equity taken out of context online,"FACTCHECK,HARRIS/EQUITY",Missing context
58,https://www.reuters.com/article/factcheck-rosieholt-conservative/fact-check-parody-video-of-comedian-pretending-to-be-a-uk-conservative-mp-explaining-mini-budget-and-trickle-down-economics-taken-seriously-online-idUSL1N3150X8,2022-10-04 13:07:25,Reuters Fact Check,Fact Check-Parody video of comedian pretending to be a UK Conservative MP explaining mini budget and ‘trickle down’ economics taken seriously online,"FACTCHECK,ROSIEHOLT/CONSERVATIVE",Satire
58,https://www.reuters.com/article/factcheck-putinkimjong-oldvideo/fact-check-video-does-not-show-russias-putin-and-north-koreas-kim-meeting-in-2022-clip-dates-to-2019-idUSL1N314241,2022-10-03 19:01:09,Reuters Fact Check,Fact Check-Video does not show Russia's Putin and North Korea's Kim meeting in 2022. Clip dates to 2019,"FACTCHECK,PUTINKIMJONG,OLDVIDEO/",Miscaptioned
58,https://www.reuters.com/article/factcheck-ian-miscaptioned/fact-check-image-of-storm-clouds-over-miami-was-created-by-digital-artist-in-2019-idUSL1N3141ZY,2022-10-03 18:19:14,Reuters Fact Check,Fact Check-Image of storm clouds over Miami was created by digital artist in 2019,"FACTCHECK,IAN/MISCAPTIONED",Miscaptioned
58,https://www.reuters.com/article/factcheck-video-recently-mobilized/fact-check-video-does-not-show-a-recently-mobilized-russian-mans-reaction-idUSL1N3141PV,2022-10-03 17:31:29,Reuters Fact Check,Fact Check-Video does not show a recently mobilized Russian man’s reaction,"FACTCHECK,VIDEO/RECENTLY,MOBILIZED",Miscaptioned
58,https://www.reuters.com/article/factcheck-pelosi-removed/fact-check-no-evidence-nancy-pelosi-was-removed-by-house-democrats-idUSL1N3141RZ,2022-10-03 17:12:27,Reuters Fact Check,Fact Check-No evidence Nancy Pelosi was removed by House Democrats,"FACTCHECK,PELOSI/REMOVED",FALSE
59,https://www.reuters.com/article/factcheck-charles-tribunal/fact-check-britains-king-charles-has-not-been-ordered-to-appear-before-a-tribunal-idUSL1N3141RE,2022-10-03 17:07:16,Reuters Fact Check,Fact Check-Britain’s King Charles has not been ordered to appear before a tribunal,"FACTCHECK,CHARLES/TRIBUNAL",FALSE
59,https://www.reuters.com/article/factcheck-azerbaijani-tv/fact-check-clip-from-azerbaijani-tv-series-showing-man-dancing-is-unconnected-to-september-2022-iran-protests-idUSL1N3113EU,2022-09-30 22:41:44,Reuters Fact Check,Fact Check-Clip from Azerbaijani TV series showing man dancing is unconnected to September 2022 Iran protests,"FACTCHECK,AZERBAIJANI/TV",FALSE
59,https://www.reuters.com/article/factcheck-cuba-satellite/fact-check-no-evidence-highly-shared-satellite-photo-shows-cubas-blackout-on-sept-27-idUSL1N3112BH,2022-09-30 18:31:37,Reuters Fact Check,Fact Check-No evidence highly-shared ‘satellite photo’ shows Cuba’s blackout on Sept. 27,"FACTCHECK,CUBA/SATELLITE",No evidence
59,https://www.reuters.com/article/factcheck-hurricane-roof/fact-check-old-video-of-roof-being-torn-off-building-shows-damage-from-hurricane-michael-not-hurricane-ian-idUSL1N3112AX,2022-09-30 18:22:00,Reuters Fact Check,"Fact Check-Old video of roof being torn off building shows damage from Hurricane Michael, not Hurricane Ian ","FACTCHECK,HURRICANE/ROOF",Mislabeled
59,https://www.reuters.com/article/factcheck-meloni-freemason/fact-check-digitally-altered-image-of-italys-giorgia-meloni-wearing-a-freemason-pendant-idUSL1N31129G,2022-09-30 17:59:14,Reuters Fact Check,Fact Check-Digitally altered image of Italy’s Giorgia Meloni wearing a Freemason pendant,"FACTCHECK,MELONI/FREEMASON",Altered
59,https://www.reuters.com/article/factcheck-seal-chile/fact-check-video-of-elephant-seal-in-a-street-predates-hurricane-ian-idUSL1N31126Z,2022-09-30 17:30:44,Reuters Fact Check,Fact Check-Video of elephant seal in a street predates Hurricane Ian,"FACTCHECK,SEAL/CHILE",Miscaptioned
59,https://www.reuters.com/article/factcheck-harris-binoculars/fact-check-digitally-altered-image-of-kamala-harris-wearing-binoculars-with-caps-on-at-korean-demilitarized-zone-idUSL1N3111Y8,2022-09-30 16:17:59,Reuters Fact Check,Fact Check-Digitally altered image of Kamala Harris wearing binoculars with caps on at Korean demilitarized zone,"FACTCHECK,HARRIS/BINOCULARS",Altered
59,https://www.reuters.com/article/factcheck-obama-records/fact-check-national-archives-and-records-administration-says-they-manage-all-of-obamas-presidential-records-contrary-to-claims-online-idUSL1N3111RO,2022-09-30 15:30:10,Reuters Fact Check,"Fact Check-National Archives and Records Administration says they manage all of Obama’s Presidential records, contrary to claims online","FACTCHECK,OBAMA/RECORDS",FALSE
59,https://www.reuters.com/article/factcheck-cnn-uvalde/fact-check-fabricated-cnn-headline-saying-uvalde-parent-was-sentenced-for-shoving-police-officer-during-school-shooting-idUSL1N3102CZ,2022-09-29 17:39:30,Reuters Fact Check,Fact Check- Fabricated CNN headline saying Uvalde parent was sentenced for shoving police officer during school shooting,"FACTCHECK,CNN/UVALDE",FALSE
60,https://www.reuters.com/article/factcheck-mobilization-russia/fact-check-clip-of-russian-television-presenter-dubbed-with-fabricated-satirical-subtitles-idUSL1N3102AL,2022-09-29 17:20:24,Reuters Fact Check,Fact Check-Clip of Russian television presenter dubbed with fabricated satirical subtitles,"FACTCHECK,MOBILIZATION/RUSSIA,Asia / Pacific,Asia,Central / Eastern Europe,CIS Countries,Emerging Market Countries,Europe,North Asia,Russia",Satire
60,https://www.reuters.com/article/factcheck-mastriano-women/fact-check-no-evidence-comment-about-women-attributed-to-pa-governor-candidate-mastriano-is-authentic-idUSL1N30Z2G9,2022-09-29 15:00:21,Reuters Fact Check,Fact Check-No evidence comment about women attributed to PA Governor candidate Mastriano is authentic,"FACTCHECK,MASTRIANO/WOMEN",No evidence
60,https://www.reuters.com/article/factcheck-pride-edited/fact-check-photo-does-not-show-ukraines-zelenskiy-at-pride-parade-idUSL1N3101PE,2022-09-29 14:41:53,Reuters Fact Check,Fact Check-Photo does not show Ukraine’s Zelenskiy at Pride parade,"FACTCHECK,PRIDE/EDITED",Altered
60,https://www.reuters.com/article/factcheck-biden-2021/fact-check-biden-did-not-tell-people-to-get-a-covid-shot-as-hurricane-ian-neared-idUSL1N3101OX,2022-09-29 14:23:12,Reuters Fact Check,Fact Check-Biden did not tell people to get a COVID shot as Hurricane Ian neared,"FACTCHECK,BIDEN/2021",Missing context
60,https://www.reuters.com/article/factcheck-olive-garden-satire/fact-check-satirical-tweet-claiming-u-s-progressives-are-calling-for-olive-garden-boycott-after-meloni-election-victory-in-italy-idUSL1N30Z2BL,2022-09-28 18:55:29,Reuters Fact Check,Fact Check-Satirical tweet claiming U.S. ‘progressives’ are calling for Olive Garden boycott after Meloni election victory in Italy,"FACTCHECK,OLIVE GARDEN/SATIRE",Satire
60,https://www.reuters.com/article/factcheck-shepard-smith-hurricane/fact-check-clip-of-fox-news-anchor-issuing-warning-about-a-hurricane-dates-from-2016-idUSL1N30Z2AY,2022-09-28 18:48:33,Reuters Fact Check,Fact Check-Clip of Fox News anchor issuing warning about a hurricane dates from 2016,"FACTCHECK,SHEPARD SMITH/HURRICANE,Commodities Markets,Disasters / Accidents,Environment,General News,Weather Markets / Weather,Wind / Hurricanes / Typhoons / Tornadoes",Missing context
60,https://www.reuters.com/article/factcheck-furry-student/fact-check-photographs-do-not-show-a-u-s-student-who-wanted-to-identify-as-a-cat-idUSL1N30Z29A,2022-09-28 18:30:07,Reuters Fact Check,Fact Check-Photographs do not show a U.S. student who wanted to ‘identify as a cat’,"FACTCHECK,FURRY/STUDENT",FALSE
60,https://www.reuters.com/article/factcheck-italy-protest/fact-check-video-showing-italian-neo-fascist-group-tearing-down-eu-flag-is-from-2013-idUSL1N30Y21Z,2022-09-27 18:24:18,Reuters Fact Check,Fact Check-Video showing Italian neo-fascist group tearing down EU flag is from 2013,"FACTCHECK,ITALY/PROTEST",Miscaptioned
60,https://www.reuters.com/article/factcheck-emails-pronouns/fact-check-fabricated-global-news-headline-that-says-omitting-pronouns-from-email-signatures-is-bigoted-idUSL1N30Y1ZI,2022-09-27 18:05:43,Reuters Fact Check,Fact Check-Fabricated Global News headline that says omitting pronouns from email signatures is bigoted,"FACTCHECK,EMAILS/PRONOUNS",FALSE
